#Thorlabs FTS
[SpectrumHeader]
#Date,20220209
#Time,18583576
#GMTTime,23583576
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#InterferometerSerial,M00599992
#Source,
#AirMeasureOpt,0
#WnrMin,9860.281250
#WnrMax,49716.390625
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
2.011409149e+02,-1.981507521e-04
2.013401184e+02,-5.705786753e-04
2.015393372e+02,2.888703602e-04
2.017385712e+02,3.461669839e-04
2.019378204e+02,1.749933697e-03
2.021371002e+02,1.606692211e-03
2.023363953e+02,2.552086255e-03
2.025357056e+02,3.461669839e-04
2.027350311e+02,-4.559854569e-04
2.029343872e+02,1.606692211e-03
2.031337585e+02,6.612982834e-04
2.033331451e+02,1.320209238e-03
2.035325470e+02,-3.700405650e-04
2.037319641e+02,1.176967751e-03
2.039314117e+02,2.838569228e-03
2.041308746e+02,-5.132820806e-04
2.043303528e+02,7.185948780e-04
2.045298462e+02,1.406154130e-03
2.047293701e+02,9.191330173e-04
2.049288940e+02,-1.981507521e-04
2.051284485e+02,9.191330173e-04
2.053280334e+02,8.833226457e-05
2.055276184e+02,3.669369966e-03
2.057272339e+02,2.029254683e-04
2.059268494e+02,-1.487324364e-03
2.061264954e+02,1.119671157e-03
2.063261719e+02,-1.000303193e-03
2.065258484e+02,-6.278752699e-04
2.067255554e+02,-8.570617065e-04
2.069252777e+02,4.127742723e-03
2.071250153e+02,-6.278752699e-04
2.073247681e+02,-4.846337542e-04
2.075245514e+02,2.666679444e-03
2.077243347e+02,-2.174883615e-03
2.079241486e+02,-7.997651119e-04
2.081239929e+02,-2.232180210e-03
2.083238373e+02,-1.981507521e-04
2.085236969e+02,8.618364227e-04
2.087235870e+02,-1.172192977e-03
2.089234924e+02,-4.559854569e-04
2.091234283e+02,-2.117587021e-03
2.093233643e+02,3.748152812e-04
2.095233307e+02,2.523437841e-03
2.097232971e+02,-1.515972661e-03
2.099232941e+02,-3.127439704e-04
2.101233215e+02,2.888703602e-04
2.103233490e+02,2.924514003e-03
2.105234070e+02,-1.458676066e-03
2.107234802e+02,1.176967751e-03
2.109235687e+02,-7.997651119e-04
2.111236725e+02,-9.716548957e-04
2.113238068e+02,2.552086255e-03
2.115239410e+02,9.477813146e-04
2.117241058e+02,-4.273371596e-04
2.119243011e+02,3.039107425e-03
2.121244965e+02,-1.695024548e-04
2.123247070e+02,2.523437841e-03
2.125249481e+02,-1.028951490e-03
2.127252045e+02,3.669369966e-03
2.129254761e+02,-1.408541430e-04
2.131257782e+02,-6.565235672e-04
2.133260803e+02,2.781272633e-03
2.135264130e+02,-1.630565850e-03
2.137267609e+02,-6.851718645e-04
2.139271240e+02,-1.981507521e-04
2.141275177e+02,-7.997651119e-04
2.143279114e+02,-6.565235672e-04
2.145283356e+02,-1.687862445e-03
2.147287750e+02,-1.630565850e-03
2.149292297e+02,3.039107425e-03
2.151297150e+02,5.753533915e-04
2.153302002e+02,1.320209238e-03
2.155307159e+02,-3.127439704e-04
2.157312469e+02,3.698018147e-03
2.159317932e+02,6.040016888e-04
2.161323700e+02,4.034635786e-04
2.163329468e+02,1.692637103e-03
2.165335541e+02,3.726666560e-03
2.167341766e+02,1.950471895e-03
2.169348145e+02,4.607601732e-04
2.171354675e+02,-1.229489571e-03
2.173361511e+02,-2.404069994e-03
2.175368500e+02,2.351548057e-03
2.177375641e+02,6.612982834e-04
2.179382935e+02,3.640721552e-03
2.181390381e+02,2.723976038e-03
2.183398132e+02,2.609382849e-03
2.185406036e+02,8.833226457e-05
2.187414093e+02,5.968395999e-05
2.189422302e+02,5.467050942e-04
2.191430664e+02,2.666679444e-03
2.193439331e+02,2.093713265e-03
2.195448151e+02,-8.570617065e-04
2.197457123e+02,-5.490924377e-05
2.199466248e+02,2.151009860e-03
2.201475525e+02,1.456288592e-04
2.203485107e+02,1.520747319e-03
2.205494690e+02,5.968395999e-05
2.207504578e+02,6.899465807e-04
2.209514618e+02,1.169805619e-04
2.211524963e+02,6.326499861e-04
2.213535309e+02,-1.430027769e-03
2.215545959e+02,5.467050942e-04
2.217556763e+02,-7.424684591e-04
2.219567719e+02,7.472431753e-04
2.221578827e+02,-1.200841274e-03
2.223590088e+02,3.103565905e-05
2.225601654e+02,-1.573269255e-03
2.227613373e+02,1.835878706e-03
2.229625244e+02,1.549395616e-03
2.231637268e+02,1.434802427e-03
2.233649445e+02,2.387358563e-06
2.235661926e+02,-1.408541430e-04
2.237674561e+02,1.234264346e-03
2.239687347e+02,1.005077967e-03
2.241700287e+02,2.029254683e-04
2.243713379e+02,8.331881254e-04
2.245726776e+02,2.315737656e-04
2.247740173e+02,8.618364227e-04
2.249753876e+02,8.833226457e-05
2.251767731e+02,-2.461366588e-03
2.253781891e+02,-7.138201618e-04
2.255796051e+02,-3.127439704e-04
2.257810516e+02,-7.997651119e-04
2.259825134e+02,5.968395999e-05
2.261839905e+02,8.331881254e-04
2.263854828e+02,-5.490924377e-05
2.265869904e+02,-1.430027769e-03
2.267885284e+02,1.721285400e-03
2.269900665e+02,1.635340508e-03
2.271916351e+02,5.180567969e-04
2.273932343e+02,3.526128363e-03
2.275948334e+02,8.904847200e-04
2.277964478e+02,1.091022859e-03
2.279980927e+02,5.968395999e-05
2.281997528e+02,-2.840956440e-04
2.284014282e+02,1.921823598e-03
2.286031189e+02,-1.315434463e-03
2.288048248e+02,2.236954868e-03
2.290065613e+02,2.888703602e-04
2.292083130e+02,2.093713265e-03
2.294100800e+02,-1.408541430e-04
2.296118622e+02,1.234264346e-03
2.298136597e+02,-8.284134092e-04
2.300154724e+02,3.497480182e-03
2.302173157e+02,-2.626094283e-05
2.304191742e+02,3.461669839e-04
2.306210480e+02,1.169805619e-04
2.308229370e+02,8.833226457e-05
2.310248413e+02,-7.138201618e-04
2.312267761e+02,1.463450724e-03
2.314287262e+02,-5.992269726e-04
2.316306915e+02,2.151009860e-03
2.318326721e+02,-8.284134092e-04
2.320346680e+02,4.894084996e-04
2.322366791e+02,1.091022859e-03
2.324387207e+02,-1.458676066e-03
2.326407776e+02,-1.122058457e-04
2.328428345e+02,-7.138201618e-04
2.330449371e+02,1.434802427e-03
2.332470398e+02,-2.267990494e-04
2.334491577e+02,-5.490924377e-05
2.336513062e+02,8.833226457e-05
2.338534698e+02,2.315737656e-04
2.340556488e+02,2.924514003e-03
2.342578430e+02,2.122361679e-03
2.344600525e+02,1.692637103e-03
2.346622925e+02,-1.888400526e-03
2.348645325e+02,1.950471895e-03
2.350668030e+02,-2.840956440e-04
2.352690887e+02,4.442873877e-03
2.354713898e+02,-9.430065984e-04
2.356737213e+02,-7.711167564e-04
2.358760529e+02,-3.127439704e-04
2.360784149e+02,2.494789660e-03
2.362807922e+02,-9.716548957e-04
2.364831848e+02,-5.132820806e-04
2.366855927e+02,-5.132820806e-04
2.368880157e+02,1.205616049e-03
2.370904694e+02,-5.490924377e-05
2.372929382e+02,5.968395999e-05
2.374954071e+02,2.007768489e-03
2.376979065e+02,2.638031030e-03
2.379004364e+02,1.463450724e-03
2.381029663e+02,1.463450724e-03
2.383055267e+02,2.007768489e-03
2.385080872e+02,2.351548057e-03
2.387106781e+02,-1.408541430e-04
2.389132843e+02,-7.997651119e-04
2.391159058e+02,1.033726265e-03
2.393185577e+02,6.326499861e-04
2.395212097e+02,1.091022859e-03
2.397238922e+02,8.904847200e-04
2.399265900e+02,-4.559854569e-04
2.401293030e+02,1.456288592e-04
2.403320313e+02,1.749933697e-03
2.405347748e+02,8.331881254e-04
2.407375488e+02,-8.355754835e-05
2.409403381e+02,1.663988805e-03
2.411431274e+02,-3.700405650e-04
2.413459473e+02,3.354238579e-03
2.415487976e+02,-6.278752699e-04
2.417516479e+02,-2.088938607e-03
2.419545135e+02,-7.138201618e-04
2.421574097e+02,2.380196471e-03
2.423603210e+02,3.497480182e-03
2.425632477e+02,1.262912643e-03
2.427661896e+02,1.749933697e-03
2.429691467e+02,4.321118759e-04
